Name,Prem City,Prem State,Map color,Alt Telephone,Aphis Livestock Market Id,Contact,Mail City,Mail State,Mail Zip,Mailing Address,Name,Prem Address,Prem City,Prem State,Primary Telephone,Latitude (generated),Longitude (generated)
Central Livestock Association - Rock Creek,Pine City,MN,Services Offered,,MN130,Dave Vandenhewer,Pine City,MN,55063,3923 State Highway 70,Central Livestock Association - Rock Creek,3923 State Highway 70,Pine City,MN,,45.8261,-92.9685
Central Livestock Association - Albany,Albany,MN,Services Offered,,MN1001,Greg Supan,Albany,MN,56307,34412 County Road 10,Central Livestock Association - Albany,34412 County Road 10,Albany,MN,(320)845-2000,45.63,-94.57
"Central KY Livestock Market, Inc. #4",Stanford,KY,Services Offered,,KY160,Micah Cloyd,Stanford,KY,40484,265 Preachersville Road,"Central KY Livestock Market, Inc. #4",265 Preachersville Road,Stanford,KY,606-365-3123,37.5312,-84.6619
Central Hog Market LLC,Freeburg,MO,Services Offered,,MO1078,Melvin Woodruff,Freeburg,MO,65035,P.O. Box 250,Central Hog Market LLC,4707 Highway 63,Freeburg,MO,(573)744-5220,38.315,-91.9227
Central Alabama Goat & Poultry,Clanton,AL,Services Offered,,AL092,Kathy Holley,Clanton,AL,35045,1403 Kincheon Road,Central Alabama Goat & Poultry,1403 Kincheon Road,Clanton,AL,205-755-6439,32.8387,-86.6294
Centerville Horse Sale,Cincinnati,IA,Services Offered,,IA465,Eli Gingerich,Cincinnati,IA,52549,28331 Highway 5,Centerville Horse Sale,28331 Highway 5,Cincinnati,IA,641-658-2911,40.6308,-92.9246
Center Livestock Auction Co. Inc.,Center,TX,Services Offered,936-598-4395,TX009,Randy Lowery,Center,TX,75935,1739 State Hwy 87 N,Center Livestock Auction Co. Inc.,1739 State Highway 87 N.,Center,TX,409-598-4395,31.7955,-94.1791
Centennial Livestock Auction Co,Ft. Collins,CO,Services Offered,,CO067,Danny Kruse,Ft. Collins,CO,80524,113 NW Frontage Road,Centennial Livestock Auction Co,113 NW Frontage Road,Ft. Collins,CO,970-482-6207,40.5509,-105.0668
Cedar Lane Feeds LLC Auction Sales,Elmer,NJ,Services Offered,,NJ1002,Dawn Brooks,Elmer,NJ,08318,21 Cedar Lane,Cedar Lane Feeds LLC Auction Sales,21 Cedar Lane,Elmer,NJ,(856)358-5400,39.5942,-75.1682
Cedar Grove Auctions,Charlotte Courthouse,VA,Services Offered,,VA1018,Ben Stoltzfus,Charlotte Courthouse,VA,23923,478 Butterwood RD,Cedar Grove Auctions,478 Butterwood RD,Charlotte Courthouse,VA,(434)664-7897,37.0565,-78.6383
Cedar City Livestock Auction,Cedar City,UT,Services Offered,,UT002,Bret G. Whittier,Cedar City,UT,84721,2290 W 400 N,Cedar City Livestock Auction,2290 W 400 N,Cedar City,UT,435-586-9312,37.6775,-113.0619
Cattlemen's Livestock Market Rockfield,Rockfield,KY,Services Offered,,KY1010,John Carneal,Auburn,KY,42206,PO Box 250,Cattlemen's Livestock Market Rockfield,210 Stamps Road,Rockfield,KY,(270)846-4343,36.9103,-86.5644
Cattlemen's Livestock Market,Lakeland,FL,Services Offered,,FL1006,David L Tonkow,Lakeland,,33801,3305 Highway 92 East,Cattlemen's Livestock Market,3305 Highway 92 East,Lakeland,FL,(863)665-5088,28.0395,-81.9498
Cattlemen's Livestock Market,Glenwood,AR,Services Offered,,AR097,Danny R. McGrew,Glenwood,AR,71943,P.O. Box 368,Cattlemen's Livestock Market,56 Highway 70 East,Glenwood,AR,870-356-3182,34.3268,-93.5507
Cattlemen's Livestock Exchange,Cord,AR,Services Offered,,AR1021,Jeremy Cox,Cord,AR,72524,PO Box 127,Cattlemen's Livestock Exchange,7750 White Drive,Cord,AR,(870)799-8661,35.812,-91.3435
Cattlemen's Livestock Commission Co.,Paris,TX,Services Offered,,TX042,Laruie Mallicote,Paris,TX,75460,P.O. Box 1113,Cattlemen's Livestock Commission Co.,1354 Clement Road,Paris,TX,903-784-2238,33.6618,-95.5555
"Cattlemen’s Livestock Auction of North Arkansas, Inc",Harrison,AR,Services Offered,,AR1015,Lyndon Judy,Harrison,AR,7262,P.O. Box 1918,"Cattlemen’s Livestock Auction of North Arkansas, Inc",1207 Ridgeway Loop,Harrison,AR,(870)741-6311,36.2298,-93.1077
Cattlemen's Livestock Auction,Belen,NM,Services Offered,,NM1001,Brandon Major,Belen,NM,87002,P.O. Box 608,Cattlemen's Livestock Auction,19543 North Hwy 314,Belen,NM,(505) 86-4745,34.6628,-106.7764
Cattlemen's Livestock,Salem,IL,Services Offered,,IL260,Mike Hatcher,Salem,IL,62895,P.O. Box 486,Cattlemen's Livestock,Highway 15 West,Salem,IL,618-895-3156,38.627,-88.9456
Cattlemans Stockyard LLC,West Point,MS,Services Offered,,MS098,William Glynn Robinson,West Point,MS,39773,45 Rockin M Drive,Cattlemans Stockyard LLC,45 Rockin M Drive,West Point,MS,662-275-1008,33.6076,-88.6503
Cattlemans Brenham Livestock Auction,Brenham,TX,Services Offered,,TX1003,Doug Bass / Scottie Schwartz / Mark Schwartz,Brenham,TX,77834,P.O. Box 1207,Cattlemans Brenham Livestock Auction,2405 TX-105,Brenham,TX,(979)836-3621,30.1669,-96.3977
Cattleman's Livestock Market,Galt,CA,Services Offered,,CA030,Jake Parnell,Galt,CA,95631,12495 Stockton Blvd,Cattleman's Livestock Market,12495 Stockton Blvd,Galt,CA,,38.2546,-121.2999
Cattleman's Livestock Inc,Wayne City,IL,Services Offered,,IL282,Barkley Barnard,Wayne City,IL,62895,P.O. Box 486,Cattleman's Livestock Inc,Highway 15 West,Wayne City,IL,618-895-3156,38.3453,-88.5878
Cattleman's Livestock Commission Company,Dalhart,TX,Services Offered,806-249-5505,TX012,Curtis Lockhart,Dalhart,TX,79022,P.O. Box 58,Cattleman's Livestock Commission Company,2908 US Highway 54 W.,Dalhart,TX,806-249-5505,36.0595,-102.5132
Cattleman’s Columbus Livestock Auction,Columbus,TX,Services Offered,,TX1005,Doug Bass / Scottie Schwartz / Cody Cerny,Columbus,TX,78934,P.O. Box 1059,Cattleman’s Columbus Livestock Auction,2000 Reese Ln.,Columbus,TX,(979)732-2622,29.7066,-96.5397
"Cascade Livestock Auction, LLC",Cascade,IA,Services Offered,,IA473,Todd Bergfeld,Cascade,IA,52033,P.O. Box 57,"Cascade Livestock Auction, LLC",739 Hwy 136,Cascade,IA,,42.2985,-91.0142
"Caruso Cattle Co., Inc.",Frankfort,NY,Services Offered,,NY050,Frank Caruso,Frankfort,NY,13340,205 Jackson Road,"Caruso Cattle Co., Inc.",205 Jackson Road,Frankfort,NY,315-733-3965,43.039,-75.0704
"Carthage Livestock Auction, LLC",Carthage,TX,Services Offered,,TX1011,Kevin McDonald,Wake Village,TX,75501,39 Williams Circle,"Carthage Livestock Auction, LLC",1914 US Hwy.79 N.,Carthage,TX,(903)693-6361,32.157,-94.3381
Carthage Livestock Auction,Carthage,IL,Services Offered,,IL1005,Brent Lowderman,Carthage,,62321,P.O. Box 414,Carthage Livestock Auction,1300 Wabash Street,Carthage,IL,(217)357-3314,40.4164,-91.1363
Carroll County 4S,Carrollton,GA,Services Offered,,GA1023,Lauren B Holland,Carrollton,GA,30112,225 Salesbarn Road,Carroll County 4S,225 Salesbarn Road,Carrollton,GA,(770)834-6608,33.5801,-85.0766
Carolina Stockyard,Staley,NC,Services Offered,919-742-5665,NC051,Robert R. Crabb Jr,Siler City,NC,27344,P.O. Box 345,Carolina Stockyard,260 Stockyard Road,Staley,NC,919-742-5665,35.796,-79.5514
Canandaigua Stockyards,Canandaigua,NY,Services Offered,,NY1004,Randall N Weaver.    3/13/2023,Canandaigua,,13367,3865 Route 5 & 20,Canandaigua Stockyards,3865 Route's 5 & 20,Canandaigua,NY,,42.8845,-77.2784
Cambridge Valley Livestock Market,Cambridge,NY,Services Offered,,NY1001,Verity Thomas,Cambridge,NY,12816,2147 State Rte. 22,Cambridge Valley Livestock Market,2147 State Rte. 22,Cambridge,NY,(518)677-3895,43.0281,-73.3812
Camara's Auction Sales,Swansea,MA,Services Offered,,MA011,Herman Camara,Swansea,MA,02777,1 Sears Road,Camara's Auction Sales,1 Sears Road,Swansea,MA,508-679-1030,41.7482,-71.1898
Callaway Livestock Center,Kingdom City,MO,Services Offered,,MO559,John P Harrison,Kingdom City,MO,65262,P.O. Box 6076,Callaway Livestock Center,7238 Jade Road,Kingdom City,MO,573-642-7486,38.9427,-91.9417
"California Livestock Market, Inc.",Ontario,CA,Services Offered,,CA024,Korii Ochoa,Ontario,CA,91762,18148 Edison Avenue,"California Livestock Market, Inc.",18148 Edison Avenue,Ontario,CA,909-627-7454,34.0658,-117.6484
"Calhoun Stockyard Hwy 53, Inc.",Calhoun,GA,Services Offered,,GA1014,Adam Williams,Calhoun,GA,30703,P.O. Box 5,"Calhoun Stockyard Hwy 53, Inc.",2270 Rome Road SW,Calhoun,GA,(706)629-1900,34.5026,-84.9511
"Calhan Auction Market, Inc.",Calhan,CO,Services Offered,,CO1012,Cheri K Miller,Calhan,CO,80808,680 Yoder Street,"Calhan Auction Market, Inc.",680 Yoder Street,Calhan,CO,(719)347-2417,39.0355,-104.2972
Caldwell Sales Company,Caldwell,KS,Services Offered,,KS015,Dakota Davis,Caldwell,KS,67022,717 West 175th Street S,Caldwell Sales Company,717 West 175th Street S,Caldwell,KS,620-845-2191,37.0322,-97.607
C&C Livestock Sales LLC,Mountain Grove,MO,Services Offered,,MO1104,Chad Bell and Chelsea Bell,Seymour,MO,65746,344 Buttercup Lane,C&C Livestock Sales LLC,8915 Business 60,Mountain Grove,MO,,37.1306,-92.2635
C.H. Cattle Co. LLC,Glade Springs,VA,Services Offered,,*,*,Glade Springs,VA,24340,25577 Blue Hill Drive,C.H. Cattle Co. LLC,25577 Blue Hill Drive,Glade Springs,VA,*,,
"Burwell Livestock Market, LTD",Burwell,NE,Services Offered,,NE025,Todd Eberle,Burwell,NE,68823,P.O. Box 787,"Burwell Livestock Market, LTD",401 South 11 Ave.,Burwell,NE,308-346-4257,41.7817,-99.1332
"Burrell Livestock Auction, Inc.",Cleveland,TN,Services Offered,,TN1016,Brody Price,Ocoee,TN,37361,1372 Old Federal Rd,"Burrell Livestock Auction, Inc.",6450 Bates Pike SE,Cleveland,TN,(423)716-0323,35.1595,-84.8766
"Burlington Livestock Exchange, LLC",Burlington,CO,Services Offered,,CO1001,Shane Schneider,Burlington,CO,80807,P O Box 39,"Burlington Livestock Exchange, LLC",46277 Highway 24 W,Burlington,CO,(719)346-8900,39.3048,-102.2692
Burley Livestock Auction,Burley,ID,Services Offered,,ID004,Lance Udy,Burley,ID,83318,1100 Occidental Ave,Burley Livestock Auction,1100 Occidental Ave,Burley,ID,208-678-9411,42.5357,-113.7928
"Burke Livestock Market, Inc.",Burke,SD,Services Offered,,SD132,Dillon Lambley,Burke,SD,57523,420 W. 4th Street,"Burke Livestock Market, Inc.",420 W. 4th Street,Burke,SD,605-775-2628,43.1825,-99.292
"Bullseye Livestock, LLC dba Oakley Livestock Commission",Oakley,KS,Services Offered,,KS1002,Paul Dwyer,Oakley,KS,67748,208 S Freeman AveNUE,"Bullseye Livestock, LLC dba Oakley Livestock Commission",208 S Freeman Avenue,Oakley,KS,(785)672-4100,39.1264,-100.8556
Buhr Hog Buying Station,Adams,NE,Services Offered,,NE216,Darrell Buhr,Adams,NE,68301,10372 E. State Hwy 41,Buhr Hog Buying Station,10372 E. State Hwy 41,Adams,NE,,40.4594,-96.51
Buhr Cattle Buying Station,Adams,NE,Services Offered,,NE184,Nathan Buhr and Darrell Buhr,Adams,NE,68301,11739 E Buckeye Rd,Buhr Cattle Buying Station,11739 E Buckeye Rd,Adams,NE,402-239-8564,40.4594,-96.51
Buggy Town Auction LLC,Barnesville,GA,Services Offered,,GA1015,Krystal Burnette,Barnesville,GA,30204,130 Harris Drive,Buggy Town Auction LLC,1315 Highway 341 S.,Barnesville,GA,(678)972- 459,33.0546,-84.1557
"Buffalo Livestock, LLC",Buffalo,WY,Services Offered,,WY1001,"Austin Snook, Taylor Snook, Craig Deveraux",Buffalo,WY,,PO Box 427,"Buffalo Livestock, LLC",44 T W Road,Buffalo,WY,(307)684-0789,44.3483,-106.6989
Buffalo Livestock Market LLC,Buffalo,MO,Services Offered,,MO397,Lyle Caselman,Buffalo,MO,65622,276 State Highway 32,Buffalo Livestock Market LLC,276 State Highway 32,Buffalo,MO,417-345-8122,37.6439,-93.0924
"Buckhannon Stockyards, Inc.",Buckhannon,WV,Services Offered,,WV1004,Samuel Garrett,Buckhannon,WV,26201,PO Box 46,"Buckhannon Stockyards, Inc.",184 Red Rock Road,Buckhannon,WV,(304)472-5300,38.9939,-80.2323
Brutlag Livestock Company,Potomac,IL,Services Offered,,IL172,Donald McCorkle,Potomac,IL,61865,6276 U.S. Rt 136,Brutlag Livestock Company,6276 U.S. Rt 136,Potomac,IL,217-987-6121,40.305,-87.8006
Bruce Overstreet Livestock Comm. Co DBA Marion County Stockyards,Jefferson,TX,Services Offered,,TX098,Bruce Overstreet,Pittsburg,TX,75686,621 CR 1332,Bruce Overstreet Livestock Comm. Co DBA Marion County Stockyards,6465 Hwy. 43 South,Jefferson,TX,903-856-3440,32.7574,-94.3452
"Bruce Farms Livestock Market, LLC",Humansville,MO,Services Offered,,MO1072,Susan Bruce,Osceola,MO,64776,3030 SE Hey V,"Bruce Farms Livestock Market, LLC",9805 SE 1300,Humansville,MO,(417)213-2955,37.7945,-93.578
Browning's Livestock Market,Lafayette,TN,Services Offered,615-699-3441,TN046,Rita Browning,Lafayette,TN,37083,904 Scottsville Road,Browning's Livestock Market,904 Scottsville Road,Lafayette,TN,615-666-2184,36.5212,-86.0264
Brooks Farm,South Fulton,TN,Services Offered,,TN099,Morton Brooks,South Fulton,TN,38257,6445 Charles Bushart Rd,Brooks Farm,6445 Charles Bushart Rd,South Fulton,TN,731-479-0302,36.5009,-88.8753
"Broken Bow Lvstk dba Burwell Lvstk Market II, LTD",Broken Bow,NE,Services Offered,,NE213,Todd Eberle,Broken Bow,NE,68822,614 North B,"Broken Bow Lvstk dba Burwell Lvstk Market II, LTD",614 North B,Broken Bow,NE,308-872-3334,41.4016,-99.6397
Bradley County Livestock Barn LLC,Warren,AR,Services Offered,501-337-6286,AR126,Kyle Barnett,Warren,AR,71671,580 U.S. Hwy 278 W.,Bradley County Livestock Barn LLC,580 U.S. Hwy 278 W.,Warren,AR,870-703-4027,33.6126,-92.0646
Bowman Livestock,Woodstock,VA,Services Offered,,VA1016,Daryl Bowman,Woodstock,VA,22664,2828 Fairview Rd,Bowman Livestock,2828 Fairview Rd,Woodstock,VA,(540)325-8255,38.8818,-78.5058
Bowman Auction Market,Bowman,ND,Services Offered,,ND005,Harry Kerr,Bowman,ND,58623,8609 146th Ave. SW,Bowman Auction Market,8609 146th Ave. SW,Bowman,ND,701-523-5922,46.1831,-103.3949
Bowie Livestock Sale Barn,Bowie,TX,Services Offered,,TX119,Michael & David O'Dwyer,Bowie,TX,76230,1328 FM 174,Bowie Livestock Sale Barn,1328 FM 174,Bowie,TX,,33.559,-97.8485
Boswell Livestock Commission Company,Boswell,IN,Services Offered,574-739-0329,IN018,Ronald R. Bullard Jr.,Boswell,IN,47921,P.O. Box 274,Boswell Livestock Commission Company,SR Rd 352 & 41,Boswell,IN,219-753-2744,40.5211,-87.3784
Boonville Livestock Sales,Boonville,MO,Services Offered,,MO563,Eric and Chris Jones,Marshall,MO,65340,P.O. Box 644,Boonville Livestock Sales,14747 Old Hwy 40,Boonville,MO,660-815-9090,38.9736,-92.7432
"Boone County Draft & Quarter Horse Sale, LLC",Sedalia,MO,Services Offered,,MO1093,Joe Raber,Nickerson,KS,67561,819 N Centennial Road,"Boone County Draft & Quarter Horse Sale, LLC",2503 West 16th Street,Sedalia,MO,(719)431-3137,38.7045,-93.2283
Bobo's Horse Barn,Beaverton,AL,Services Offered,,AL091,Allen Bobo,Beaverton,AL,35544,898 Seedtick Road,Bobo's Horse Barn,898 Seedtick Road,Beaverton,AL,205-698-8174,33.9312,-88.0203
Bluegrass Stockyards of Richmond LLC,Richmond,KY,Services Offered,,KY133,Jim Dause,Richmond,KY,40475,348 K Street,Bluegrass Stockyards of Richmond LLC,348 K Street,Richmond,KY,859-623-1280,37.7479,-84.2947
Bluegrass Stockyards of Campbellsville,Campbellsville,KY,Services Offered,,KY115,Ronnie Choate,Campbellsville,KY,42718,P.O. Box 56,Bluegrass Stockyards of Campbellsville,265 Airport Road,Campbellsville,KY,270-465-4051,37.3434,-85.3419
Bluegrass Stockyards of Albany,Albany,KY,Services Offered,,KY150,Bill Arnett,Albany,KY,42602,1274 Hwy 90 East,Bluegrass Stockyards of Albany,1274 Hwy 90 East,Albany,KY,606-278-0184,36.6918,-85.1354
"Bluegrass Stockyards East, LLC",Mt. Sterling,KY,Services Offered,,KY114,Jim Akers,Mt. Sterling,KY,40353,3025 Owingsvillle Road,"Bluegrass Stockyards East, LLC",3025 Owingsvillle Road,Mt. Sterling,KY,859-498-9625,38.0565,-83.9433
Bluegrass Sales Stables LLC,Elkton,KY,Services Offered,,KY129,Elmer Martin,Elkton,KY,42220,205 Tess Shop Road,Bluegrass Sales Stables LLC,205 Tess Shop Road,Elkton,KY,270-265-0102,36.81,-87.1542
Blue Grass Stockyard,Lexington,KY,Services Offered,,KY154,Jim Akers,Lexington,KY,40511,4561 Iron Works Pike,Blue Grass Stockyard,4561 Iron Works Pike,Lexington,KY,859-255-7701,38.0464,-84.497
Blue Grass South Livestock Market LLC,Standord,KY,Services Offered,,KY124,Eddie Horn,Stanford,KY,40484,277 Cordier Lane,Blue Grass South Livestock Market LLC,277 Cordier Lane,Standord,KY,606-365-0665,,
Blue Earth Stockyards,Blue Earth,MN,Services Offered,,MN144,Dan & Leah Owens,Blue Earth,MN,56013,207 Southeast Street,Blue Earth Stockyards,207 Southeast Street,Blue Earth,MN,,43.6375,-94.1022
Bloomington Livestock Exchange,Bloomington,WI,Services Offered,,WI1002,John M. Reynolds,Bloomington,WI,53804,9663 County Road A,Bloomington Livestock Exchange,9663 County Road A,Bloomington,WI,,42.8853,-90.9235
Bloomfield Livestock Market,Bloomfield,IA,Services Offered,,IA024,Ron & Dave Schooley,Bloomfield,IA,52537,P.O. Box 21,Bloomfield Livestock Market,510 Weaver Road,Bloomfield,IA,641-664-2435,40.7517,-92.4149
"Bloomfield Livestock Auction, LLC",North Bloomfield,OH,Services Offered,,OH1003,Heath Davis,Middlefield,OH,44062,P.O.Box 523,"Bloomfield Livestock Auction, LLC",2211 Kinsman Road NE,North Bloomfield,OH,(440)685-4487,41.4642,-80.8684
Blackfoot Livestock Auction,Blackfoot,ID,Services Offered,,ID001,Cole Erb,Blackfoot,ID,83221,P.O. Box 830,Blackfoot Livestock Auction,93 Rich Lane,Blackfoot,ID,208-785-0500,43.19,-112.3484
Billings Livestock Commission,Billings,MT,Services Offered,,MT003,William Cook,Billings,MT,59101,P.O. Box 31533,Billings Livestock Commission,2443 N. Frontage Road,Billings,MT,406-245-4151,45.7875,-108.4961
Big Valley Livestock LLC,Attalla,AL,Services Offered,256-490-8666,AL101,Jeff Bynum,Attalla,AL,35954,1765 Canoe Creek Road North,Big Valley Livestock LLC,1765 Canoe Creek Road North,Attalla,AL,256-441-9917,34.0218,-86.0886
"Big M's Livestock Auction, LLC",Dublin,GA,Services Offered,,GA1022,dylan mcdaniel,Dublin,GA,31021,780 James Currie,"Big M's Livestock Auction, LLC",2015 Hwy 441 S.,Dublin,GA,(478)595-8241,32.5404,-82.9038
Big Horn Basin Livestock Auction LLC,Worland,WY,Services Offered,,WY018,Danny Vigil,Worland,WY,82401,PO Box 33,Big Horn Basin Livestock Auction LLC,1310 Lane 12,Worland,WY,307-347-9201,44.0169,-107.9558
Bethany Community Auction,Bethany,MO,Services Offered,,MO519,John A. Troyer,Bethany,MO,64424,1504 West 300th Street,Bethany Community Auction,1504 Wset 300th Street,Bethany,MO,,40.2683,-94.0283
Best of the Midwest,Kansas City,MO,Services Offered,,MO1049,Reagan Mueller,Overland Park,,66211,"10777 Barkley St, Suite 200",Best of the Midwest,1701 American Royal Ct,Kansas City,MO,(816)661-9899,39.0845,-94.563
"Berning Livestock, LTD",Cuba City,WI,Services Offered,,WI062,Roger Berning,Cuba City,WI,53807,2608 Hyview Road,"Berning Livestock, LTD",2608 Hyview Road,Cuba City,WI,608-744-2363,42.6056,-90.4299
Benton County Sale Barn,Siloam Springs,AR,Services Offered,,AR1014,Cammy Whorton,Siloam Springs,AR,72761,3870 Highway 412 East,Benton County Sale Barn,3870 Highway 412 East,Siloam Springs,AR,(479)524-2371,36.1881,-94.5405
Belmont Sale Barn,Belmont,WI,Services Offered,,WI1001,John M. Reynolds,Belmont,WI,53510,26770 Sale Barn Lane,Belmont Sale Barn,26770 Sale Barn Lane,Belmont,WI,,42.7384,-90.3342
Belleville Livestock Market,Belleville,PA,Services Offered,,PA1013,Brian Glick,Belleville,PA,17004,PO Box 5665,Belleville Livestock Market,26 Sale Barn Lane,Belleville,PA,(717)935-2146,40.6051,-77.7256
Belleville 81 Livestock sales,Belleville,KS,Services Offered,,KS1001,Barry Kort,Belleville,KS,66935,1160 US Hwy 81,Belleville 81 Livestock sales,1160 US Hwy 81,Belleville,KS,(785)527-2258,39.8245,-97.6325
Belle Fourche Livestock Market LLC,Belle Fourche,SD,Services Offered,,SD1009,Baxter Bud Anders and Skyler Krysta Anders,Belle Fourche,SD,57717,P.O. Box 126,Belle Fourche Livestock Market LLC,18662 Livestock Rd,Belle Fourche,SD,(605)685-4862,44.6709,-103.8514
"Belknap Livestock Auction, Inc.",Dayton,PA,Services Offered,,PA1010,Thomas L. Huff,Dayton,PA,16222,123 Rock Rd.,"Belknap Livestock Auction, Inc.",140 State Route 1025,Dayton,PA,(814)257-8523,40.8803,-79.242
Belgrade Livestock Market,Stearns,MN,Services Offered,,MN143,Brad Thelen,Belgrade,MN,56312,330 Walker Street,Belgrade Livestock Market,330 Walker Street,Stearns,MN,320-266-0724,,
Beebe Livestock Auction,Beebe,AR,Services Offered,,AR1012,Sherri Devore,Beebe,AR,72012,P.O. Box 507,Beebe Livestock Auction,2409 Shue Street,Beebe,AR,(501)882-5553,35.0706,-91.8796
Beaverhead Livestock Auction,Dillon,MT,Services Offered,406-683-2002,MT007,Chris Renfree,Dillon,MT,59725,5747 Highway 91 S,Beaverhead Livestock Auction,5747 Highway 91 S,Dillon,MT,406-683-2002,45.2164,-112.6378
Beaver River Livestock Auction LLC,Beaver,OK,Services Offered,,OK010,Shane Schneider,Beaver,OK,73932,P.O. Box 518,Beaver River Livestock Auction LLC,506 West Main Street,Beaver,OK,580-625-3051,36.7621,-100.4905
Beatrice 77 Livestock Sales,Beatrice,NE,Services Offered,,NE010,Dennis Henrichs,Beatrice,NE,68310,3320 N. 6th Street,Beatrice 77 Livestock Sales,3320 N. 6th St.,Beatrice,NE,402-223-3571,40.266,-96.7469
Baumli Horse and Mule Sale,Maryville,MO,Services Offered,,MO201,Richard Baumli,Barnard,MO,64423,31331 370th St,Baumli Horse and Mule Sale,22783 US Highway 71,Maryville,MO,660-652-4454,40.3461,-94.8725
